Shape Class,Filename,Number of Vertices,Number of Faces,Face Types,Bounding Box Min,Bounding Box Max
ClassicPiano,D00254.obj,4701,21599,Only triangles,[-0.32344499 -0.24465699 -0.25142699],[0.67655498 0.32927299 0.274591  ]
ClassicPiano,D00279.obj,8924,25678,Only triangles,[-0.345723   -0.240969   -0.36759099],[0.65427703 0.311369   0.311418  ]
ClassicPiano,D00305.obj,4510,25746,Only triangles,[-0.347702 -0.298967 -0.2429  ],[0.65229797 0.27046701 0.22888599]
ClassicPiano,D00314.obj,8873,24607,Only triangles,[-0.465069   -0.33134601 -0.394604  ],[0.534931   0.44543999 0.45824099]
ClassicPiano,D00561.obj,4568,25015,Only triangles,[-0.35042799 -0.34111601 -0.34826601],[0.64957201 0.34615499 0.289711  ]
ClassicPiano,D00579.obj,5072,25105,Only triangles,[-0.318048   -0.26559001 -0.34464699],[0.681952   0.31965199 0.30280101]
ClassicPiano,D00605.obj,9535,25642,Only triangles,[-0.327784   -0.31594199 -0.35442701],[0.672216   0.53141201 0.394613  ]
ClassicPiano,D00784.obj,7203,25789,Only triangles,[-0.28047401 -0.36692601 -0.382597  ],[0.71952599 0.364389   0.28853399]
ClassicPiano,D00789.obj,5736,24942,Only triangles,[-0.190621   -0.30145299 -0.384691  ],[0.80937898 0.29051301 0.28383699]
ClassicPiano,D00811.obj,3817,21566,Only triangles,[-0.36725199 -0.39096901 -0.47652701],[0.63274801 0.39983499 0.35697001]
ClassicPiano,D00845.obj,3912,21303,Only triangles,[-0.34324601 -0.255483   -0.346131  ],[0.42810699 0.74451703 0.61203003]
ClassicPiano,D00967.obj,4822,21567,Only triangles,[-0.43351901 -0.34323099 -0.163087  ],[0.56648099 0.51791698 0.399461  ]
ClassicPiano,D00983.obj,3496,20415,Only triangles,[-0.464192   -0.37797499 -0.29378599],[0.53580803 0.424128   0.296597  ]
Computer,D01002.obj,10014,19976,Only triangles,[-0.48141399 -0.35590899 -0.172364  ],[0.51858598 0.54648501 0.374652  ]
Computer,D01023.obj,10123,18099,Only triangles,[-0.38448    -0.29029599 -0.188191  ],[0.61177999 0.70970398 0.18503401]
Computer,D01026.obj,10000,19968,Only triangles,[-0.44032601 -0.32226899 -0.22661901],[0.55967402 0.40605399 0.3917    ]
Computer,D01028.obj,9722,19837,Only triangles,[-0.38857999 -0.183727   -0.18263   ],[0.61141998 0.470175   0.42696899]
Computer,D01033.obj,9943,19945,Only triangles,[-0.23984399 -0.54301399 -0.32929099],[0.64989698 0.45698601 0.41043499]
Computer,D01037.obj,6247,20080,Only triangles,[-0.49670199 -0.49933001 -0.40769801],[0.43485999 0.50067002 0.51903403]
Computer,D01067.obj,10081,19642,Only triangles,[-0.41772801 -0.37212601 -0.26510301],[0.58227199 0.39071101 0.39627901]
Computer,D01070.obj,10009,19882,Only triangles,[-0.29883099 -0.183751   -0.189576  ],[0.70116901 0.64644802 0.190108  ]
Computer,D01071.obj,10001,19994,Only triangles,[-0.49440101 -0.408241   -0.20857   ],[0.50559902 0.374329   0.30283201]
Computer,D01072.obj,10008,19988,Only triangles,[-0.54714298 -0.407076   -0.379053  ],[0.45285699 0.423031   0.362645  ]
Computer,D01073.obj,10002,19795,Only triangles,[-0.41601199 -0.171914   -0.57305902],[0.50944799 0.66124099 0.42694101]
Computer,D01082.obj,9860,19481,Only triangles,[-0.28395    -0.35411301 -0.39776   ],[0.382377   0.61823899 0.60224003]
Computer,D01085.obj,10005,19994,Only triangles,[-0.34077799 -0.27041301 -0.34014601],[0.597947   0.38389799 0.65985399]
Computer,D01098.obj,9994,19939,Only triangles,[-0.48412299 -0.426256   -0.33911499],[0.51587701 0.53569901 0.46032599]
Computer,D01100.obj,10088,19882,Only triangles,[-0.236908   -0.488677   -0.32076299],[0.62127203 0.51132298 0.39547199]
Computer,D01102.obj,10002,19984,Only triangles,[-0.50132501 -0.27900201 -0.20002399],[0.49867499 0.33082101 0.185766  ]
Computer,D01115.obj,10392,18980,Only triangles,[-0.37830001 -0.49517399 -0.19612101],[0.62169999 0.40726    0.57421899]
Computer,D01128.obj,10100,19725,Only triangles,[-0.43257999 -0.28257599 -0.39735001],[0.56742001 0.69868302 0.287855  ]
Computer,D01164.obj,10019,19972,Only triangles,[-0.44452101 -0.32941499 -0.0949443 ],[0.55547899 0.40669799 0.33903399]
Computer,D01185.obj,8961,20006,Only triangles,[-0.37658    -0.222073   -0.56324297],[0.62342    0.66255599 0.42394701]
Computer,m1764.obj,9988,19940,Only triangles,[-0.46833801 -0.42814201 -0.34234899],[0.53166199 0.53635699 0.457645  ]
Computer,m1765.obj,10002,19984,Only triangles,[-0.467529   -0.309486   -0.18246201],[0.532471   0.30841699 0.15435401]
Computer,m1766.obj,10001,19994,Only triangles,[-0.510378   -0.35600501 -0.317168  ],[0.489622   0.38042301 0.22326501]
Computer,m1767.obj,10013,19976,Only triangles,[-0.48235601 -0.37272301 -0.166169  ],[0.51764399 0.52373701 0.33967701]
Computer,m1769.obj,10005,19994,Only triangles,[-0.31078801 -0.47045499 -0.63933903],[0.54321498 0.378344   0.360661  ]
Computer,m1770.obj,9942,19944,Only triangles,[-0.234632   -0.551548   -0.33497599],[0.66338801 0.448452   0.41946   ]
Computer,m1772.obj,10100,19725,Only triangles,[-0.43229899 -0.282446   -0.39739099],[0.56770098 0.69899201 0.288131  ]
Computer,m1773.obj,9741,19837,Only triangles,[-0.39261401 -0.18614399 -0.183755  ],[0.60738599 0.46965301 0.430511  ]
Computer,m1774.obj,7192,20056,Only triangles,[-0.38892001 -0.34178501 -0.36637199],[0.61107999 0.45316401 0.527565  ]
Computer,m1775.obj,10000,19968,Only triangles,[-0.44058099 -0.32376    -0.22930101],[0.55941898 0.40441    0.38973999]
Computer,m1776.obj,8951,20006,Only triangles,[-0.38034299 -0.222084   -0.56393498],[0.61965698 0.66058803 0.421895  ]
Computer,m1777.obj,10008,19988,Only triangles,[-0.53262401 -0.415326   -0.38246799],[0.46737599 0.43287799 0.372408  ]
Computer,m1778.obj,10081,19642,Only triangles,[-0.43113801 -0.41372001 -0.26360801],[0.56886202 0.37641501 0.399955  ]
ComputerKeyboard,D00116.obj,4100,21450,Only triangles,[-0.42962801 -0.17695799 -0.0164994 ],[0.57037199 0.232952   0.0315058 ]
ComputerKeyboard,D00127.obj,3915,21383,Only triangles,[-0.43923    -0.119268   -0.00496447],[0.56076998 0.151838   0.0785656 ]
ComputerKeyboard,D00197.obj,8411,25708,Only triangles,[-0.51441699 -0.168257   -0.0150399 ],[0.48558301 0.201318   0.0620535 ]
ComputerKeyboard,D00278.obj,4369,21409,Only triangles,[-0.356994   -0.25596601 -0.0143855 ],[0.64300603 0.25940099 0.0251335 ]
ComputerKeyboard,D00360.obj,8279,25576,Only triangles,[-0.50640798 -0.122388   -0.006493  ],[0.49359199 0.15323199 0.0359183 ]
ComputerKeyboard,D00382.obj,9985,24903,Only triangles,[-0.481527  -0.166063  -0.0112675],[0.51847303 0.170836   0.0588607 ]
ComputerKeyboard,D00420.obj,6574,41368,Only triangles,[-0.48370299 -0.28408799 -0.0274248 ],[0.51629698 0.22317401 0.0518777 ]
ComputerKeyboard,D00493.obj,4690,21614,Only triangles,[-0.47149399 -0.19671901 -0.0145963 ],[0.52850598 0.33575499 0.0606077 ]
ComputerKeyboard,D00525.obj,9074,22736,Only triangles,[-0.50906497 -0.127195   -0.00163969],[0.490935  0.184743  0.0344402]
ComputerKeyboard,D00569.obj,3916,20503,Only triangles,[-0.47838601 -0.190449   -0.0582462 ],[0.52161402 0.226383   0.0114304 ]
ComputerKeyboard,D00597.obj,9880,25663,Only triangles,[-0.512366   -0.24258    -0.00796306],[0.487634   0.23390999 0.0623783 ]
ComputerKeyboard,D00600.obj,4644,25523,Only triangles,[-0.35807499 -0.21918701 -0.0186623 ],[0.64192498 0.25948101 0.0653854 ]
ComputerKeyboard,D00627.obj,8596,25595,Only triangles,[-0.505252 -0.203604 -0.014911],[0.494748 0.196767 0.101228]
ComputerKeyboard,D00654.obj,4671,21608,Only triangles,[-0.46799999 -0.18334    -0.0237168 ],[0.53200001 0.244665   0.0933782 ]
ComputerKeyboard,D00673.obj,4052,21434,Only triangles,[-0.56329203 -0.200886   -0.00690023],[0.436708   0.24834301 0.0606911 ]
ComputerKeyboard,D00676.obj,8099,25297,Only triangles,[-0.47929201 -0.188766   -0.0228453 ],[0.52070802 0.32820001 0.0454966 ]
ComputerKeyboard,D00692.obj,6536,26460,Only triangles,[-0.51089001 -0.19842701 -0.0121222 ],[0.48910999 0.19840001 0.035644  ]
ComputerKeyboard,D00805.obj,8804,25616,Only triangles,[-0.50827599 -0.193323   -0.0162927 ],[0.49172401 0.17225599 0.109088  ]
ComputerKeyboard,D00905.obj,4331,21598,Only triangles,[-0.42249599 -0.203951   -0.0077137 ],[0.57750398 0.243536   0.0342948 ]
ComputerKeyboard,D00990.obj,4443,25418,Only triangles,[-0.51911402 -0.215266   -0.00772387],[0.48088601 0.176557   0.0934661 ]
Cup,D00035.obj,5176,20352,Only triangles,[-0.49287501 -0.40413499 -0.42611   ],[0.50712502 0.52291501 0.525056  ]
Cup,D00067.obj,10001,19998,Only triangles,[-0.38309601 -0.203407   -0.18584   ],[0.61690402 0.206995   0.22211801]
Cup,D00174.obj,10000,19996,Only triangles,[-0.53767902 -0.32054999 -0.32022399],[0.46232101 0.320591   0.320923  ]
Cup,D00206.obj,10026,20022,Only triangles,[-0.35845599 -0.485962   -0.48647901],[0.64154398 0.49732199 0.49907699]
Cup,D00214.obj,10000,19996,Only triangles,[-0.412303   -0.37555999 -0.44301599],[0.58769703 0.377978   0.42106   ]
Cup,D00270.obj,9973,20038,Only triangles,[-0.29159001 -0.24038    -0.24744301],[0.70841002 0.24604499 0.239031  ]
Cup,D00328.obj,9969,20066,Only triangles,[-0.32210401 -0.210985   -0.214165  ],[0.67789602 0.21530899 0.21387   ]
Cup,D00355.obj,10001,19998,Only triangles,[-0.44801301 -0.150043   -0.15186299],[0.55198699 0.157242   0.155423  ]
Cup,D00363.obj,9648,20656,Only triangles,[-0.49917099 -0.42383999 -0.39593199],[0.50082898 0.407747   0.43511599]
Cup,D00457.obj,9934,19864,Only triangles,[-0.476621 -0.184931 -0.185222],[0.52337903 0.184962   0.184671  ]
Cup,D00463.obj,10000,20000,Only triangles,[-0.447065   -0.39583099 -0.39776999],[0.552935 0.404026 0.404641]
Cup,D00519.obj,8796,20086,Only triangles,[-0.225033 -0.247803 -0.227322],[0.77496701 0.235641   0.232308  ]
Cup,D00550.obj,8835,19759,Only triangles,[-0.28846601 -0.27364901 -0.27346   ],[0.71153402 0.27303901 0.27322701]
Cup,D00587.obj,10001,19998,Only triangles,[-0.48474601 -0.267198   -0.26819301],[0.51525402 0.27030599 0.26931199]
Cup,D00638.obj,10001,19998,Only triangles,[-0.399896   -0.30177301 -0.30433601],[0.60010397 0.311955   0.309383  ]
Cup,D00642.obj,9991,20074,Only triangles,[-0.45102501 -0.14930101 -0.148634  ],[0.54897499 0.148424   0.14922   ]
Cup,D00738.obj,10000,19996,Only triangles,[-0.50210297 -0.32111201 -0.32267901],[0.497897   0.32340699 0.321904  ]
Cup,D00843.obj,9859,20251,Only triangles,[-0.49702099 -0.230811   -0.230243  ],[0.50297898 0.233456   0.234025  ]
Cup,D00874.obj,9806,20215,Only triangles,[-0.41851401 -0.487672   -0.485174  ],[0.58148599 0.50012797 0.49966601]
Cup,D00882.obj,10000,19996,Only triangles,[-0.43070501 -0.284242   -0.29236299],[0.56929499 0.30866101 0.300603  ]
Cup,m494.obj,10001,19998,Only triangles,[-0.46472299 -0.162131   -0.16738001],[0.53527701 0.164217   0.18116701]
Cup,m495.obj,10000,19996,Only triangles,[-0.58294398 -0.37212199 -0.344648  ],[0.41705599 0.363965   0.389781  ]
Cup,m496.obj,9999,19998,Only triangles,[-0.545865   -0.31064799 -0.33925501],[0.454135   0.31190899 0.33635399]
Cup,m497.obj,9961,20042,Only triangles,[-0.52818501 -0.213254   -0.213563  ],[0.47181499 0.213888   0.22437701]
Cup,m498.obj,10000,19996,Only triangles,[-0.48175001 -0.50015998 -0.48864099],[0.45118099 0.49798101 0.51135898]
Cup,m499.obj,9741,19986,Only triangles,[-0.38210601 -0.34014201 -0.33229801],[0.61789399 0.37304199 0.379935  ]
Cup,m500.obj,10000,19996,Only triangles,[-0.39601699 -0.356289   -0.30032799],[0.60398299 0.50066203 0.50926501]
Cup,m501.obj,10014,19984,Only triangles,[-0.36320999 -0.318461   -0.307726  ],[0.63678998 0.34481499 0.38835701]
Cup,m502.obj,10001,19998,Only triangles,[-0.47161999 -0.33334801 -0.32022399],[0.52837998 0.33827001 0.35272601]
Cup,m526.obj,10001,19998,Only triangles,[-0.50095499 -0.35125101 -0.220291  ],[0.49904501 0.40955099 0.28048199]
DeskLamp,D00048.obj,9854,20813,Only triangles,[-0.36346099 -0.500736   -0.41554999],[0.63653898 0.37949401 0.41352201]
DeskLamp,D00090.obj,9918,20142,Only triangles,[-0.394427   -0.41386899 -0.192095  ],[0.605573   0.42475101 0.189619  ]
DeskLamp,D00147.obj,9918,19998,Only triangles,[-0.28735799 -0.25595099 -0.102864  ],[0.71264201 0.24924099 0.108272  ]
DeskLamp,D00257.obj,10008,19980,Only triangles,[-0.271    -0.188913 -0.190561],[0.72899997 0.266417   0.193048  ]
DeskLamp,D00268.obj,10004,19988,Only triangles,[-0.36715901 -0.12865999 -0.0668905 ],[0.63284099 0.0847948  0.0677461 ]
DeskLamp,D00330.obj,7452,14924,Only triangles,[-0.222179  -0.0560765 -0.112339 ],[0.777821 0.418354 0.11212 ]
DeskLamp,D00378.obj,10001,19991,Only triangles,[-0.40674099 -0.16705599 -0.214866  ],[0.59325898 0.361375   0.21400701]
DeskLamp,D00435.obj,10007,19986,Only triangles,[-0.40360799 -0.221531   -0.194032  ],[0.59639198 0.31986001 0.206747  ]
DeskLamp,D00455.obj,10017,19978,Only triangles,[-0.38578299 -0.25274199 -0.15950599],[0.61421698 0.15922301 0.16273899]
DeskLamp,D00531.obj,10013,19972,Only triangles,[-0.55847299 -0.163268   -0.100458  ],[0.44152701 0.137325   0.104988  ]
DeskLamp,D00547.obj,10000,20000,Only triangles,[-0.25883499 -0.19809601 -0.203679  ],[0.74116498 0.26233101 0.204097  ]
DeskLamp,D00686.obj,10012,20068,Only triangles,[-0.38401899 -0.32722601 -0.177909  ],[0.61598098 0.474942   0.17731901]
DeskLamp,D00693.obj,10004,19988,Only triangles,[-0.34818801 -0.122215   -0.15221   ],[0.65181202 0.20236699 0.15262701]
DeskLamp,D00698.obj,7690,20248,Only triangles,[-0.33424801 -0.141973   -0.177283  ],[0.66575199 0.23619901 0.239153  ]
DeskLamp,D00715.obj,10002,19992,Only triangles,[-0.374533   -0.281701   -0.25846601],[0.625467 0.331644 0.257734]
DeskLamp,D00744.obj,10022,19960,Only triangles,[-0.51525098 -0.102076   -0.110727  ],[0.48474899 0.168718   0.112491  ]
DeskLamp,D00759.obj,10004,19984,Only triangles,[-0.37135801 -0.41986799 -0.31711701],[0.62480003 0.58013201 0.323578  ]
DeskLamp,D00776.obj,9877,20044,Only triangles,[-0.39529601 -0.219027   -0.13389   ],[0.60470402 0.211016   0.13890301]
DeskLamp,D00797.obj,9525,19094,Only triangles,[-0.45330599 -0.322092   -0.193911  ],[0.54669398 0.376508   0.211592  ]
DeskLamp,D00912.obj,4191,10462,Only triangles,[-0.34147701 -0.32883501 -0.177256  ],[0.65852302 0.47380501 0.177157  ]
DeskLamp,m603.obj,10001,19990,Only triangles,[-0.38058099 -0.49019301 -0.30792701],[0.58602703 0.50980699 0.33271801]
DeskLamp,m604.obj,10004,19943,Only triangles,[-0.41328201 -0.335078   -0.0685427 ],[0.58671802 0.42739201 0.0703688 ]
DeskLamp,m605.obj,8661,20150,Only triangles,[-0.43664101 -0.139567   -0.16429099],[0.56335902 0.238435   0.250236  ]
DeskLamp,m606.obj,10003,19991,Only triangles,[-0.34963    -0.22742601 -0.183375  ],[0.65037    0.40924299 0.243092  ]
DeskLamp,m608.obj,10013,19966,Only triangles,[-0.44890401 -0.37005001 -0.263423  ],[0.55109602 0.328522   0.39438599]
DeskLamp,m609.obj,9998,19957,Only triangles,[-0.32035801 -0.0954275  -0.0875419 ],[0.67964202 0.27005199 0.0883089 ]
DeskLamp,m611.obj,7651,20012,Only triangles,[-0.29848099 -0.240619   -0.191788  ],[0.70151901 0.43720999 0.241891  ]
DeskLamp,m613.obj,10012,19984,Only triangles,[-0.31031701 -0.166095   -0.104023  ],[0.68968302 0.31864399 0.117053  ]
DeskLamp,m614.obj,9996,20004,Only triangles,[-0.34794599 -0.32253399 -0.18788999],[0.56847501 0.67746598 0.198993  ]
DeskLamp,m615.obj,9988,20016,Only triangles,[-0.219284 -0.23175  -0.101151],[0.780716   0.27697799 0.101277  ]
DeskLamp,m616.obj,10058,20069,Only triangles,[-0.41790199 -0.327867   -0.191778  ],[0.58209801 0.37362999 0.21221   ]
DeskPhone,D00118.obj,10107,19117,Only triangles,[-0.58367598 -0.333159   -0.124329  ],[0.41632399 0.48618001 0.166554  ]
DeskPhone,D00135.obj,9961,19894,Only triangles,[-0.49785399 -0.27236399 -0.082159  ],[0.50214601 0.46875    0.15290099]
DeskPhone,D00154.obj,6631,15040,Only triangles,[-0.466093   -0.33914199 -0.0899185 ],[0.533907   0.53837198 0.0773238 ]
DeskPhone,D00220.obj,9997,19926,Only triangles,[-0.42286101 -0.225797   -0.375016  ],[0.57713902 0.49995801 0.237757  ]
DeskPhone,D00316.obj,10159,19872,Only triangles,[-0.46520099 -0.490165   -0.0874541 ],[0.53479898 0.505265   0.191818  ]
DeskPhone,D00318.obj,10014,19896,Only triangles,[-0.40865099 -0.28231901 -0.22630499],[0.59134901 0.392748   0.35409299]
DeskPhone,D00403.obj,10055,19910,Only triangles,[-0.16768    -0.34398201 -0.147294  ],[0.83231997 0.418659   0.468909  ]
DeskPhone,D00486.obj,10013,19942,Only triangles,[-0.32872799 -0.30144301 -0.188743  ],[0.67127198 0.3549     0.181209  ]
DeskPhone,D00511.obj,10053,19917,Only triangles,[-0.404412 -0.18798  -0.083429],[0.59558803 0.184981   0.158333  ]
DeskPhone,D00556.obj,10010,19956,Only triangles,[-0.45202801 -0.54628003 -0.101498  ],[0.54797202 0.33938301 0.28301299]
DeskPhone,D00576.obj,9545,18932,Only triangles,[-0.46842101 -0.36311999 -0.0749419 ],[0.53157902 0.287386   0.181831  ]
DeskPhone,D00680.obj,10021,19958,Only triangles,[-0.50164199 -0.36821601 -0.122168  ],[0.49835801 0.50563002 0.160505  ]
DeskPhone,D00706.obj,8990,15482,Only triangles,[-0.46892101 -0.42245999 -0.115947  ],[0.53107899 0.430002   0.211017  ]
DeskPhone,D00773.obj,9705,19399,Only triangles,[-0.450591 -0.242414 -0.104331],[0.54940897 0.54847097 0.121858  ]
DeskPhone,D00829.obj,10003,19958,Only triangles,[-0.44954699 -0.477541   -0.0849438 ],[0.55045301 0.492558   0.197565  ]
DeskPhone,D00894.obj,10022,19964,Only triangles,[-0.455834   -0.35076901 -0.115682  ],[0.399762   0.64923102 0.38206601]
DeskPhone,D00897.obj,9887,19664,Only triangles,[-0.37605    -0.20960499 -0.11989   ],[0.62395    0.28302601 0.109234  ]
DeskPhone,D00899.obj,10032,19976,Only triangles,[-0.487057   -0.26469001 -0.17371   ],[0.51294303 0.69702703 0.167814  ]
DeskPhone,D00957.obj,9933,19899,Only triangles,[-0.50218099 -0.34969199 -0.20251299],[0.49781901 0.42559001 0.10376   ]
DeskPhone,D00958.obj,10182,18441,Only triangles,[-0.477483   -0.34845099 -0.145495  ],[0.52251703 0.52201098 0.25812301]
Door,D01005.obj,10136,19637,Only triangles,[-0.482427  -0.21481   -0.0338989],[0.517573  0.216968  0.0297739]
Door,D01029.obj,10000,19996,Only triangles,[-0.47766599 -0.211583   -0.17887001],[0.52233398 0.19550499 0.33429301]
Door,D01052.obj,10007,19982,Only triangles,[-0.41568401 -0.308247   -0.0998782 ],[0.58431602 0.61574501 0.176534  ]
Door,D01058.obj,9995,20007,Only triangles,[-0.241529   -0.25683001 -0.0229638 ],[0.75847101 0.365933   0.0842444 ]
Door,D01062.obj,10000,19996,Only triangles,[-0.400473  -0.423098  -0.0262436],[0.599527  0.463842  0.0329975]
Door,D01076.obj,9996,20012,Only triangles,[-0.38615999 -0.25837201 -0.0307331 ],[0.61383998 0.460917   0.0328911 ]
Door,D01104.obj,9938,20000,Only triangles,[-0.30831    -0.20143799 -0.0195162 ],[0.69169003 0.37174401 0.0347804 ]
Door,D01114.obj,10003,19954,Only triangles,[-0.407828 -0.095072 -0.107287],[0.59217203 0.0942883  0.56910598]
Door,D01121.obj,10003,19994,Only triangles,[-0.41635999 -0.30419999 -0.0127258 ],[0.58363998 0.362178   0.0157967 ]
Door,D01129.obj,10097,19835,Only triangles,[-0.52180803 -0.28001899 -0.0484106 ],[0.478192   0.32285601 0.0461653 ]
Door,D01136.obj,10010,19974,Only triangles,[-0.53733802 -0.28618899 -0.0773018 ],[0.46266201 0.33868599 0.0258614 ]
Door,D01139.obj,9813,19992,Only triangles,[-0.577968  -0.192246  -0.0148342],[0.422032   0.53795803 0.022286  ]
Door,D01141.obj,10017,19970,Only triangles,[-0.52522999 -0.24873701 -0.0527115 ],[0.47477001 0.38169101 0.054714  ]
Door,D01143.obj,10007,19990,Only triangles,[-0.28998801 -0.48794201 -0.0566406 ],[0.313492   0.51205802 0.0308723 ]
Door,D01144.obj,10001,19996,Only triangles,[-0.44076499 -0.15634    -0.030427  ],[0.55923498 0.168717   0.0331434 ]
Door,D01155.obj,10011,19986,Only triangles,[-0.41374701 -0.437603   -0.0271567 ],[0.580823  0.562397  0.0800431]
Door,D01158.obj,9996,20006,Only triangles,[-0.427472  -0.161787  -0.0744703],[0.572528   0.55375099 0.0391759 ]
Door,D01167.obj,9919,20002,Only triangles,[-0.401342  -0.341171  -0.0266554],[0.59865803 0.320373   0.0320255 ]
Door,D01177.obj,10006,19980,Only triangles,[-0.49135   -0.183947  -0.0340705],[0.50865   0.294992  0.0347395]
Door,D01194.obj,9272,19992,Only triangles,[-0.45270801 -0.25839001 -0.00140627],[0.54729199 0.28421599 0.00846995]
Door,m1707.obj,10000,19996,Only triangles,[-0.4772   -0.201249 -0.177508],[0.52280003 0.191695   0.331514  ]
